State,ZIP Code,City,County,Type
Maryland,ZIP Code 20588,Dhs,Howard,Unique
Maryland,ZIP Code 20601,Waldorf,Charles,Standard
Maryland,ZIP Code 20602,Waldorf,Charles,Standard
Maryland,ZIP Code 20603,Waldorf,Charles,Standard
Maryland,ZIP Code 20604,Waldorf,Charles,P.O. Box
Maryland,ZIP Code 20606,Abell,Saint Marys,Standard
Maryland,ZIP Code 20607,Accokeek,Prince Georges,Standard
Maryland,ZIP Code 20608,Aquasco,Prince Georges,Standard
Maryland,ZIP Code 20609,Avenue,Saint Marys,Standard
Maryland,ZIP Code 20610,Barstow,Calvert,P.O. Box
Maryland,ZIP Code 20611,Bel Alton,Charles,Standard
Maryland,ZIP Code 20612,Benedict,Charles,P.O. Box
Maryland,ZIP Code 20613,Brandywine,Prince Georges,Standard
Maryland,ZIP Code 20615,Broomes Island,Calvert,Standard
Maryland,ZIP Code 20616,Bryans Road,Charles,Standard
Maryland,ZIP Code 20617,Bryantown,Charles,Standard
Maryland,ZIP Code 20618,Bushwood,Saint Marys,Standard
Maryland,ZIP Code 20619,California,Saint Marys,Standard
Maryland,ZIP Code 20620,Callaway,Saint Marys,Standard
Maryland,ZIP Code 20621,Chaptico,Saint Marys,Standard
Maryland,ZIP Code 20622,Charlotte Hall,Charles,Standard
Maryland,ZIP Code 20623,Cheltenham,Prince Georges,Standard
Maryland,ZIP Code 20624,Clements,Saint Marys,Standard
Maryland,ZIP Code 20625,Cobb Island,Charles,P.O. Box
Maryland,ZIP Code 20626,Coltons Point,Saint Marys,Standard
Maryland,ZIP Code 20627,Compton,Saint Marys,P.O. Box
Maryland,ZIP Code 20628,Dameron,Saint Marys,Standard
Maryland,ZIP Code 20629,Dowell,Calvert,P.O. Box
Maryland,ZIP Code 20630,Drayden,Saint Marys,Standard
Maryland,ZIP Code 20632,Faulkner,Charles,Standard
Maryland,ZIP Code 20634,Great Mills,Saint Marys,Standard
Maryland,ZIP Code 20635,Helen,Saint Marys,P.O. Box
Maryland,ZIP Code 20636,Hollywood,Saint Marys,Standard
Maryland,ZIP Code 20637,Hughesville,Charles,Standard
Maryland,ZIP Code 20639,Huntingtown,Calvert,Standard
Maryland,ZIP Code 20640,Indian Head,Charles,Standard
Maryland,ZIP Code 20643,Ironsides,Charles,P.O. Box
Maryland,ZIP Code 20645,Issue,Charles,Standard
Maryland,ZIP Code 20646,La Plata,Charles,Standard
Maryland,ZIP Code 20650,Leonardtown,Saint Marys,Standard
Maryland,ZIP Code 20653,Lexington Park,Saint Marys,Standard
Maryland,ZIP Code 20656,Loveville,Saint Marys,Standard
Maryland,ZIP Code 20657,Lusby,Calvert,Standard
Maryland,ZIP Code 20658,Marbury,Charles,Standard
Maryland,ZIP Code 20659,Mechanicsville,Saint Marys,Standard
Maryland,ZIP Code 20660,Morganza,Saint Marys,P.O. Box
Maryland,ZIP Code 20661,Mount Victoria,Charles,P.O. Box
Maryland,ZIP Code 20662,Nanjemoy,Charles,Standard
Maryland,ZIP Code 20664,Newburg,Charles,Standard
Maryland,ZIP Code 20667,Park Hall,Saint Marys,Standard
Maryland,ZIP Code 20670,Patuxent River,Saint Marys,Standard
Maryland,ZIP Code 20674,Piney Point,Saint Marys,Standard
Maryland,ZIP Code 20675,Pomfret,Charles,Standard
Maryland,ZIP Code 20676,Port Republic,Calvert,Standard
Maryland,ZIP Code 20677,Port Tobacco,Charles,Standard
Maryland,ZIP Code 20678,Prince Frederick,Calvert,Standard
Maryland,ZIP Code 20680,Ridge,Saint Marys,Standard
Maryland,ZIP Code 20682,Rock Point,Charles,P.O. Box
Maryland,ZIP Code 20684,Saint Inigoes,Saint Marys,Standard
Maryland,ZIP Code 20685,Saint Leonard,Calvert,Standard
Maryland,ZIP Code 20686,Saint Marys City,Saint Marys,P.O. Box
Maryland,ZIP Code 20687,Scotland,Saint Marys,Standard
Maryland,ZIP Code 20688,Solomons,Calvert,Standard
Maryland,ZIP Code 20689,Sunderland,Calvert,Standard
Maryland,ZIP Code 20690,Tall Timbers,Saint Marys,Standard
Maryland,ZIP Code 20692,Valley Lee,Saint Marys,Standard
Maryland,ZIP Code 20693,Welcome,Charles,Standard
Maryland,ZIP Code 20695,White Plains,Charles,Standard
Maryland,ZIP Code 20697,Southern Md Facility,Prince Georges,Unique
Maryland,ZIP Code 20701,Annapolis Junction,Howard,Standard
Maryland,ZIP Code 20703,Lanham,Prince Georges,P.O. Box
Maryland,ZIP Code 20704,Beltsville,Prince Georges,P.O. Box
Maryland,ZIP Code 20705,Beltsville,Prince Georges,Standard
Maryland,ZIP Code 20706,Lanham,Prince Georges,Standard
Maryland,ZIP Code 20707,Laurel,Prince Georges,Standard
Maryland,ZIP Code 20708,Laurel,Prince Georges,Standard
Maryland,ZIP Code 20709,Laurel,Prince Georges,P.O. Box
Maryland,ZIP Code 20710,Bladensburg,Prince Georges,Standard
Maryland,ZIP Code 20711,Lothian,Anne Arundel,Standard
Maryland,ZIP Code 20712,Mount Rainier,Prince Georges,Standard
Maryland,ZIP Code 20714,North Beach,Calvert,Standard
Maryland,ZIP Code 20715,Bowie,Prince Georges,Standard
Maryland,ZIP Code 20716,Bowie,Prince Georges,Standard
Maryland,ZIP Code 20717,Bowie,Prince Georges,P.O. Box
Maryland,ZIP Code 20718,Bowie,Prince Georges,P.O. Box
Maryland,ZIP Code 20719,Bowie,Prince Georges,P.O. Box
Maryland,ZIP Code 20720,Bowie,Prince Georges,Standard
Maryland,ZIP Code 20721,Bowie,Prince Georges,Standard
Maryland,ZIP Code 20722,Brentwood,Prince Georges,Standard
Maryland,ZIP Code 20723,Laurel,Howard,Standard
Maryland,ZIP Code 20724,Laurel,Anne Arundel,Standard
Maryland,ZIP Code 20725,Laurel,Prince Georges,P.O. Box
Maryland,ZIP Code 20726,Laurel,Prince Georges,P.O. Box
Maryland,ZIP Code 20731,Capitol Heights,Prince Georges,P.O. Box
Maryland,ZIP Code 20732,Chesapeake Beach,Calvert,Standard
Maryland,ZIP Code 20733,Churchton,Anne Arundel,Standard
Maryland,ZIP Code 20735,Clinton,Prince Georges,Standard
Maryland,ZIP Code 20736,Owings,Calvert,Standard
Maryland,ZIP Code 20737,Riverdale,Prince Georges,Standard
Maryland,ZIP Code 20738,Riverdale,Prince Georges,P.O. Box
Maryland,ZIP Code 20740,College Park,Prince Georges,Standard
Maryland,ZIP Code 20741,College Park,Prince Georges,P.O. Box
Maryland,ZIP Code 20742,College Park,Prince Georges,Unique
Maryland,ZIP Code 20743,Capitol Heights,Prince Georges,Standard
Maryland,ZIP Code 20744,Fort Washington,Prince Georges,Standard
Maryland,ZIP Code 20745,Oxon Hill,Prince Georges,Standard
Maryland,ZIP Code 20746,Suitland,Prince Georges,Standard
Maryland,ZIP Code 20747,District Heights,Prince Georges,Standard
Maryland,ZIP Code 20748,Temple Hills,Prince Georges,Standard
Maryland,ZIP Code 20749,Fort Washington,Prince Georges,P.O. Box
Maryland,ZIP Code 20750,Oxon Hill,Prince Georges,P.O. Box
Maryland,ZIP Code 20751,Deale,Anne Arundel,Standard
Maryland,ZIP Code 20752,Suitland,Prince Georges,P.O. Box
