State,ZIP Code,City,County,Type
Vermont,ZIP Code 05001,White River Junction,Windsor,Standard
Vermont,ZIP Code 05009,White River Junction,Windsor,Unique
Vermont,ZIP Code 05030,Ascutney,Windsor,P.O. Box
Vermont,ZIP Code 05031,Barnard,Windsor,P.O. Box
Vermont,ZIP Code 05032,Bethel,Windsor,Standard
Vermont,ZIP Code 05033,Bradford,Orange,Standard
Vermont,ZIP Code 05034,Bridgewater,Windsor,Standard
Vermont,ZIP Code 05035,Bridgewater Corners,Windsor,Standard
Vermont,ZIP Code 05036,Brookfield,Orange,Standard
Vermont,ZIP Code 05037,Brownsville,Windsor,Standard
Vermont,ZIP Code 05038,Chelsea,Orange,Standard
Vermont,ZIP Code 05039,Corinth,Orange,Standard
Vermont,ZIP Code 05040,East Corinth,Orange,Standard
Vermont,ZIP Code 05041,East Randolph,Orange,Standard
Vermont,ZIP Code 05042,East Ryegate,Caledonia,Standard
Vermont,ZIP Code 05043,East Thetford,Orange,Standard
Vermont,ZIP Code 05045,Fairlee,Orange,Standard
Vermont,ZIP Code 05046,Groton,Caledonia,Standard
Vermont,ZIP Code 05047,Hartford,Windsor,P.O. Box
Vermont,ZIP Code 05048,Hartland,Windsor,Standard
Vermont,ZIP Code 05049,Hartland Four Corners,Windsor,P.O. Box
Vermont,ZIP Code 05050,Mc Indoe Falls,Caledonia,P.O. Box
Vermont,ZIP Code 05051,Newbury,Orange,Standard
Vermont,ZIP Code 05052,North Hartland,Windsor,Standard
Vermont,ZIP Code 05053,North Pomfret,Windsor,Standard
Vermont,ZIP Code 05054,North Thetford,Orange,P.O. Box
Vermont,ZIP Code 05055,Norwich,Windsor,Standard
Vermont,ZIP Code 05056,Plymouth,Windsor,Standard
Vermont,ZIP Code 05058,Post Mills,Orange,Standard
Vermont,ZIP Code 05059,Quechee,Windsor,P.O. Box
Vermont,ZIP Code 05060,Randolph,Orange,Standard
Vermont,ZIP Code 05061,Randolph Center,Orange,Standard
Vermont,ZIP Code 05062,Reading,Windsor,Standard
Vermont,ZIP Code 05065,Sharon,Windsor,Standard
Vermont,ZIP Code 05067,South Pomfret,Windsor,Standard
Vermont,ZIP Code 05068,South Royalton,Windsor,Standard
Vermont,ZIP Code 05069,South Ryegate,Caledonia,Standard
Vermont,ZIP Code 05070,South Strafford,Orange,Standard
Vermont,ZIP Code 05071,South Woodstock,Windsor,Standard
Vermont,ZIP Code 05072,Strafford,Orange,Standard
Vermont,ZIP Code 05073,Taftsville,Windsor,Standard
Vermont,ZIP Code 05074,Thetford,Orange,P.O. Box
Vermont,ZIP Code 05075,Thetford Center,Orange,Standard
Vermont,ZIP Code 05076,Topsham,Orange,Standard
Vermont,ZIP Code 05077,Tunbridge,Orange,Standard
Vermont,ZIP Code 05079,Vershire,Orange,Standard
Vermont,ZIP Code 05081,Wells River,Orange,Standard
Vermont,ZIP Code 05083,West Fairlee,Orange,Standard
Vermont,ZIP Code 05084,West Hartford,Windsor,Standard
Vermont,ZIP Code 05085,West Newbury,Orange,P.O. Box
Vermont,ZIP Code 05086,West Topsham,Orange,Standard
Vermont,ZIP Code 05088,Wilder,Windsor,P.O. Box
Vermont,ZIP Code 05089,Windsor,Windsor,Standard
Vermont,ZIP Code 05091,Woodstock,Windsor,Standard
Vermont,ZIP Code 05101,Bellows Falls,Windham,Standard
Vermont,ZIP Code 05141,Cambridgeport,Windham,Standard
Vermont,ZIP Code 05142,Cavendish,Windsor,Standard
Vermont,ZIP Code 05143,Chester,Windsor,Standard
Vermont,ZIP Code 05146,Grafton,Windham,Standard
Vermont,ZIP Code 05148,Londonderry,Windham,Standard
Vermont,ZIP Code 05149,Ludlow,Windsor,Standard
Vermont,ZIP Code 05150,North Springfield,Windsor,Standard
Vermont,ZIP Code 05151,Perkinsville,Windsor,Standard
Vermont,ZIP Code 05152,Peru,Bennington,Standard
Vermont,ZIP Code 05153,Proctorsville,Windsor,Standard
Vermont,ZIP Code 05154,Saxtons River,Windham,Standard
Vermont,ZIP Code 05155,South Londonderry,Windham,Standard
Vermont,ZIP Code 05156,Springfield,Windsor,Standard
Vermont,ZIP Code 05158,Westminster,Windham,Standard
Vermont,ZIP Code 05159,Westminster Station,Windham,P.O. Box
Vermont,ZIP Code 05161,Weston,Windsor,Standard
Vermont,ZIP Code 05201,Bennington,Bennington,Standard
Vermont,ZIP Code 05250,Arlington,Bennington,Standard
Vermont,ZIP Code 05251,Dorset,Bennington,Standard
Vermont,ZIP Code 05252,East Arlington,Bennington,Standard
Vermont,ZIP Code 05253,East Dorset,Bennington,Standard
Vermont,ZIP Code 05254,Manchester,Bennington,P.O. Box
Vermont,ZIP Code 05255,Manchester Center,Bennington,Standard
Vermont,ZIP Code 05257,North Bennington,Bennington,Standard
Vermont,ZIP Code 05260,North Pownal,Bennington,Standard
Vermont,ZIP Code 05261,Pownal,Bennington,Standard
Vermont,ZIP Code 05262,Shaftsbury,Bennington,Standard
Vermont,ZIP Code 05301,Brattleboro,Windham,Standard
Vermont,ZIP Code 05302,Brattleboro,Windham,P.O. Box
Vermont,ZIP Code 05303,Brattleboro,Windham,P.O. Box
Vermont,ZIP Code 05304,Brattleboro,Windham,P.O. Box
Vermont,ZIP Code 05340,Bondville,Bennington,Standard
Vermont,ZIP Code 05341,East Dover,Windham,Standard
Vermont,ZIP Code 05342,Jacksonville,Windham,Standard
Vermont,ZIP Code 05343,Jamaica,Windham,Standard
Vermont,ZIP Code 05344,Marlboro,Windham,P.O. Box
Vermont,ZIP Code 05345,Newfane,Windham,Standard
Vermont,ZIP Code 05346,Putney,Windham,Standard
Vermont,ZIP Code 05350,Readsboro,Bennington,Standard
Vermont,ZIP Code 05351,South Newfane,Windham,Standard
Vermont,ZIP Code 05352,Stamford,Bennington,Standard
Vermont,ZIP Code 05353,Townshend,Windham,Standard
Vermont,ZIP Code 05354,Vernon,Windham,Standard
Vermont,ZIP Code 05355,Wardsboro,Windham,Standard
Vermont,ZIP Code 05356,West Dover,Windham,Standard
Vermont,ZIP Code 05357,West Dummerston,Windham,P.O. Box
Vermont,ZIP Code 05358,West Halifax,Windham,Standard
Vermont,ZIP Code 05359,West Townshend,Windham,Standard
Vermont,ZIP Code 05360,West Wardsboro,Windham,Standard
Vermont,ZIP Code 05361,Whitingham,Windham,Standard
Vermont,ZIP Code 05362,Williamsville,Windham,Standard
Vermont,ZIP Code 05363,Wilmington,Windham,Standard
Vermont,ZIP Code 05401,Burlington,Chittenden,Standard
Vermont,ZIP Code 05402,Burlington,Chittenden,P.O. Box
Vermont,ZIP Code 05403,South Burlington,Chittenden,Standard
Vermont,ZIP Code 05404,Winooski,Chittenden,Standard
Vermont,ZIP Code 05405,Burlington,Chittenden,Unique
Vermont,ZIP Code 05406,Burlington,Chittenden,P.O. Box
Vermont,ZIP Code 05407,South Burlington,Chittenden,P.O. Box
Vermont,ZIP Code 05408,Burlington,Chittenden,Standard
Vermont,ZIP Code 05439,Colchester,Chittenden,Unique
Vermont,ZIP Code 05440,Alburgh,Grand Isle,Standard
Vermont,ZIP Code 05441,Bakersfield,Franklin,Standard
Vermont,ZIP Code 05442,Belvidere Center,Lamoille,Standard
