ZIP CODE,City,County,Type
ZIP Code 03901,Berwick,York,Standard
ZIP Code 03902,Cape Neddick,York,Standard
ZIP Code 03903,Eliot,York,Standard
ZIP Code 03904,Kittery,York,Standard
ZIP Code 03905,Kittery Point,York,Standard
ZIP Code 03906,North Berwick,York,Standard
ZIP Code 03907,Ogunquit,York,Standard
ZIP Code 03908,South Berwick,York,Standard
ZIP Code 03909,York,York,Standard
ZIP Code 03910,York Beach,York,P.O. Box
ZIP Code 03911,York Harbor,York,P.O. Box
ZIP Code 04001,Acton,York,Standard
ZIP Code 04002,Alfred,York,Standard
ZIP Code 04003,Bailey Island,Cumberland,Standard
ZIP Code 04004,Bar Mills,York,P.O. Box
ZIP Code 04005,Biddeford,York,Standard
ZIP Code 04006,Biddeford Pool,York,P.O. Box
ZIP Code 04007,Biddeford,York,P.O. Box
ZIP Code 04008,Bowdoinham,Sagadahoc,Standard
ZIP Code 04009,Bridgton,Cumberland,Standard
ZIP Code 04010,Brownfield,Oxford,Standard
ZIP Code 04011,Brunswick,Cumberland,Standard
ZIP Code 04013,Bustins Island,Cumberland,Standard
ZIP Code 04014,Cape Porpoise,York,P.O. Box
ZIP Code 04015,Casco,Cumberland,Standard
ZIP Code 04016,Center Lovell,Oxford,P.O. Box
ZIP Code 04017,Chebeague Island,Cumberland,Standard
ZIP Code 04019,Cliff Island,Cumberland,P.O. Box
ZIP Code 04020,Cornish,York,Standard
ZIP Code 04021,Cumberland Center,Cumberland,Standard
ZIP Code 04022,Denmark,Oxford,Standard
ZIP Code 04024,East Baldwin,Cumberland,Standard
ZIP Code 04027,Lebanon,York,Standard
ZIP Code 04028,East Parsonsfield,York,P.O. Box
ZIP Code 04029,Sebago,Cumberland,Standard
ZIP Code 04030,East Waterboro,York,Standard
ZIP Code 04032,Freeport,Cumberland,Standard
ZIP Code 04033,Freeport,Cumberland,Unique
ZIP Code 04034,Freeport,Cumberland,Unique
ZIP Code 04037,Fryeburg,Oxford,Standard
ZIP Code 04038,Gorham,Cumberland,Standard
ZIP Code 04039,Gray,Cumberland,Standard
ZIP Code 04040,Harrison,Cumberland,Standard
ZIP Code 04041,Hiram,Oxford,Standard
ZIP Code 04042,Hollis Center,York,Standard
ZIP Code 04043,Kennebunk,York,Standard
ZIP Code 04046,Kennebunkport,York,Standard
ZIP Code 04047,Parsonsfield,York,Standard
ZIP Code 04048,Limerick,York,Standard
ZIP Code 04049,Limington,York,Standard
ZIP Code 04050,Long Island,Cumberland,Standard
ZIP Code 04051,Lovell,Oxford,Standard
ZIP Code 04054,Moody,York,P.O. Box
ZIP Code 04055,Naples,Cumberland,Standard
ZIP Code 04056,Newfield,York,P.O. Box
ZIP Code 04057,North Bridgton,Cumberland,P.O. Box
ZIP Code 04061,North Waterboro,York,Standard
ZIP Code 04062,Windham,Cumberland,Standard
ZIP Code 04063,Ocean Park,York,P.O. Box
ZIP Code 04064,Old Orchard Beach,York,Standard
ZIP Code 04066,Orrs Island,Cumberland,Standard
ZIP Code 04068,Porter,Oxford,Standard
ZIP Code 04069,Pownal,Cumberland,Standard
ZIP Code 04070,Scarborough,Cumberland,P.O. Box
ZIP Code 04071,Raymond,Cumberland,Standard
ZIP Code 04072,Saco,York,Standard
ZIP Code 04073,Sanford,York,Standard
ZIP Code 04074,Scarborough,Cumberland,Standard
ZIP Code 04076,Shapleigh,York,Standard
ZIP Code 04077,South Casco,Cumberland,P.O. Box
ZIP Code 04078,South Freeport,Cumberland,P.O. Box
ZIP Code 04079,Harpswell,Cumberland,Standard
ZIP Code 04082,South Windham,Cumberland,P.O. Box
ZIP Code 04083,Springvale,York,Standard
ZIP Code 04084,Standish,Cumberland,Standard
ZIP Code 04085,Steep Falls,Cumberland,Standard
ZIP Code 04086,Topsham,Sagadahoc,Standard
ZIP Code 04087,Waterboro,York,Standard
ZIP Code 04088,Waterford,Oxford,Standard
ZIP Code 04090,Wells,York,Standard
ZIP Code 04091,West Baldwin,Cumberland,Standard
ZIP Code 04092,Westbrook,Cumberland,Standard
ZIP Code 04093,Buxton,York,Standard
ZIP Code 04094,West Kennebunk,York,P.O. Box
ZIP Code 04095,West Newfield,York,Standard
ZIP Code 04096,Yarmouth,Cumberland,Standard
ZIP Code 04097,North Yarmouth,Cumberland,Standard
ZIP Code 04098,Westbrook,Cumberland,P.O. Box
